,temp.min,temp.max,temp.mean,hum.min,hum.max,hum.mean,press.min,press.max,press.mean,precipipitation,snowfall,sunshine,gust.min,gust.max,gust.mean,speed.min,speed.max,speed.mean,label
1063,4.400528400000001,12.260529,8.050944,52,84,71.25,1016.5,1031.0,1024.1124,1.2,0.0,79.78723000000001,18.359999,60.47999599999999,36.51,2.7167575,30.008748999999998,13.706160999999998,3
1064,5.8205285,12.3005295,9.165946,72,90,82.0,1014.1,1019.3,1017.1831699999999,9.600000999999999,0.0,5.3501763,23.4,59.76,37.605,4.066419000000001,27.167576,16.748816,3
1065,9.880529,13.440529000000002,11.579278,65,83,75.291664,1017.9,1029.2,1025.2709,0.0,0.0,386.3553,26.64,50.039997,36.959995,10.974256500000001,26.234652,18.625051000000003,2
1066,9.000529,13.650529,11.0001135,62,84,73.791664,1019.6,1028.2,1023.6084,0.0,0.0,175.4553,21.599998,44.639996000000004,32.445004,6.5795946,21.408352,13.739414000000002,2
1067,2.8505285,10.580528999999999,5.514278400000001,66,85,78.375,1020.1,1027.0,1022.68756,3.5000002,0.0,94.26666,18.72,41.760002,30.794996,6.791894,23.156889000000003,15.058553,7
1068,2.6005285,6.5205283,4.3038620000000005,63,89,81.833336,1024.7,1031.8,1028.1249,0.5,0.0,0.0,27.359999,64.439995,40.53,13.852799,34.703648,21.197798000000002,7
1069,5.0305285,12.530529,8.550529,62,91,82.25,1023.2,1028.3,1026.4083,0.1,0.0,367.58227999999997,4.68,39.239998,17.49,0.79920006,21.052343,8.721917,4
1070,0.7005286999999999,15.200529000000001,6.6817784,41,97,77.291664,1009.1,1023.3,1016.99585,0.0,0.0,371.538,5.04,35.64,21.884995,3.6234317000000003,12.2919855,8.257615,2
1071,0.92052865,7.2705283,4.3713617,76,96,85.166664,1000.8,1011.3,1006.1834,5.7,0.0,0.0,4.68,31.68,20.504997,2.6372256000000003,19.981775,9.748606,6
1072,2.8305285,12.410528999999999,7.4534460000000005,56,80,67.583336,1001.5,1011.3,1006.0751300000001,0.0,0.0,345.31912,23.039998999999998,76.32,51.989994,6.0102577,35.499237,23.348429,2
1073,4.1405287,11.720528999999999,8.824696000000001,57,83,68.583336,988.4,1007.4,998.1958599999999,2.8,0.0,7.021275999999999,27.0,76.32,57.09,9.426194,41.682026,26.200388,7
1074,1.0805286,6.200528599999999,3.1601117000000003,60,87,75.291664,994.4,1005.7,999.6541,0.2,0.0,70.21276999999999,45.719997,65.88,54.405,20.218338,39.29197,29.195397999999997,7
1075,0.25052866,7.1105285,3.4805286,54,93,73.166664,1005.4,1008.3,1007.2001300000001,0.0,0.0,247.02126,3.6,37.44,21.929998,1.9210378000000001,21.477854,11.381578999999999,2
